what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297412378
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297412378
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297412861
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297414374
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297414390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297417744
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1405297424795
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1405297427198
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1405297427276
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297427291
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297427309
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297427425
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1405297432401
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297432417
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297432417
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297432544
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1405297435976
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1405297438208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297440267
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297440314
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297440329
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1405297440906
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297443761
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297443761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297446195
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1405297446242
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1405297452045
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1405297452513
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1405297452903
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1405297454915
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297457536
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297461655
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1405297461670
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1405297464135
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1405297464244
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1405297465586
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1405297466506
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1405297469158
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297476584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297478315
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297478690
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297479579
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297480031
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405297481560
